Number_of_Customers_Per_Day,Average_Order_Value,Marketing_Spend_Per_Day
144,9.45,125.95
409,2.57,459.96
233,9.67,330.46
278,6.35,466.55
145,2.89,28.47
433,8.96,285.45
232,8.55,299.55
376,9.97,74.01
222,2.57,348.4
395,8.03,42.26
211,4.22,44.33
101,5.67,377.83
264,9.7,451.44
233,8.78,499.61
239,9.01,368.62
310,3.19,213.07
153,5.3,160.47
157,4.47,423.14
426,6.15,113.92
452,3.41,299.49
450,9.94,327.28
326,8.41,436.31
334,5.93,32.57
219,7.1,135.76
309,5.98,380.83
469,4.91,413.15
157,7.73,421.82
275,9.64,224.77
163,8.54,229.16
323,6.6,37.03
191,2.95,54.31
130,9.18,472.58
112,9.45,189.61
308,3.5,284.46
263,9.72,481.19
494,6.5,215.28
395,7.55,429.52
356,5.09,193.91
473,8.26,435.71
274,9.32,81.84
414,8.86,276.01
133,5.28,240.7
209,2.62,387.19
205,3.52,460.82
299,8.16,497.79
440,7.22,387.9
142,3.63,456.98
342,5.07,242.15
118,3.29,483.63
494,4.94,302.17
398,7.13,218.69
256,8.07,399.82
418,3.61,281.76
306,4.45,28.41
50,6.14,294.07
223,3.52,37.4
207,7.16,15.77
168,4.19,43.33
385,3.45,150.83
367,7.31,255.43
391,4.79,116.67
471,4.02,217.94
496,2.97,377.01
418,6.87,218.15
236,6.67,215.27
84,7.25,274.43
311,3.25,11.88
367,3.49,166.83
190,6.66,67.36
489,4.68,203.23
265,7.6,436.77
71,6.7,371.03
219,3.02,155.63
226,2.66,254.11
363,3.03,269.73
68,7.32,393.6
162,4.76,165.07
422,5.95,141.74
402,5.4,291.25
144,3.22,294.09
61,5.57,410.77
489,2.86,63.91
100,7.66,456.98
266,5.12,373.89
446,4.41,238.21
351,3.84,375.69
196,9.08,206.16
388,5.62,216.24
384,3.72,413.63
354,4.07,276.5
408,4.08,483.15
423,4.78,204.67
423,5.38,283.98
235,8.03,281.49
58,4.53,361.0
213,2.93,471.53
264,3.29,448.59
385,2.59,374.93
264,3.23,70.43
150,4.05,222.99
92,7.38,432.3
372,8.11,55.89
302,4.73,35.52
155,5.65,490.88
104,4.38,150.25
434,5.55,261.62
377,8.56,371.88
112,3.75,287.22
341,4.31,372.34
358,5.01,348.97
153,3.1,300.81
323,8.72,189.65
422,8.52,85.87
243,2.54,105.47
358,6.24,132.45
488,3.62,26.81
98,3.3,383.44
471,4.15,46.95
486,5.48,83.21
56,6.58,149.77
413,4.68,330.58
390,7.81,211.89
215,4.71,89.82
145,8.55,474.73
436,7.81,22.16
200,8.35,457.73
301,3.89,357.21
287,3.2,460.08
480,7.88,36.71
69,7.46,354.61
384,7.46,308.64
210,8.24,175.98
60,3.85,348.41
250,5.77,135.45
477,4.45,124.69
112,4.51,31.48
468,8.02,255.18
78,2.76,475.75
360,6.34,141.16
150,8.53,60.94
54,8.21,250.75
313,3.41,139.87
227,9.12,185.18
138,7.97,48.39
91,6.56,410.23
313,7.82,281.51
224,6.04,270.65
177,7.31,85.85
459,8.03,112.58
418,6.23,84.47
499,5.38,258.87
85,4.35,268.03
210,7.55,341.88
245,6.13,99.63
451,8.0,383.4
90,3.29,19.79
156,4.61,37.98
390,3.64,406.34
383,7.04,87.11
131,6.05,42.54
207,2.97,349.99
176,3.28,285.18
302,7.26,220.77
185,2.59,370.66
310,5.85,205.86
469,7.66,108.69
199,9.19,467.65
91,6.57,465.64
153,6.07,120.35
276,6.79,88.1
379,8.21,99.49
54,4.64,46.47
273,7.13,18.31
300,5.12,255.83
60,6.58,130.54
214,5.11,489.35
481,9.81,73.23
387,2.69,234.3
70,2.84,81.59
462,2.66,302.23
254,2.99,447.82
181,7.92,118.67
74,6.34,455.12
96,4.71,384.01
317,7.11,445.41
458,4.96,451.8
90,6.95,298.52
130,6.1,89.63
196,6.63,194.23
472,8.81,311.56
202,6.85,229.83
96,4.74,35.94
288,7.95,163.29
88,3.49,498.46
303,4.8,142.03
65,6.51,259.27
372,2.68,419.68
201,8.27,345.26
388,7.02,103.85
243,5.06,382.16
63,6.87,407.44
458,6.55,393.55
401,7.54,138.72
141,9.82,111.83
102,7.56,182.63
174,5.49,84.19
207,5.35,18.86
384,5.38,311.52
